one,other,angle
96,95,90.90603951087871
96,97,88.89969885688231
96,98,0.5020999217904675
96,92,91.43045036673769
96,94,89.03839998732596
97,96,88.89969885688231
97,98,91.60240079912232
97,56,87.93700288238216
97,57,0.1475363238290422
97,58,92.16435889253964
97,92,0.3301555365077765
98,96,0.5020999217904675
98,97,91.60240079912232
98,99,88.54385125675726
98,100,0.06800011864996715
98,90,91.45454307874544
98,92,88.06744999600674
99,98,88.54385125675726
99,100,91.52414568632207
99,90,0.0026117727083863947
99,58,87.68938905158156
99,59,0.5764768803953124
99,60,92.67310517546684
100,98,0.06800011864996715
100,99,91.52414568632207
100,75,88.10581160455892
100,76,0.09092175643312146
100,88,91.20542212751819
100,90,88.4774600018536
101,102,89.39736208060344
101,145,0.6359398114947284
101,50,89.60440277564864
101,51,0.19109516642678973
101,52,89.84771186532198
102,101,89.39736208060344
102,103,89.30813980280888
102,104,7.528895824138255
102,143,89.79871542669096
102,145,89.96669928445387
103,102,89.30813980280888
103,104,83.16296441273154
103,143,0.8931456327146204
103,48,89.0455112517662
103,49,0.09364086327953274
103,50,91.69009534093976
104,102,7.528895824138255
104,103,83.16296441273154
104,105,93.28432427741045
104,106,0.6106466160821856
104,141,81.02824688215586
104,143,97.73018037272207
105,104,93.28432427741045
105,106,86.10502947620806
105,141,5.687428994021458
105,46,85.000705047796
105,47,4.048329807806353
105,48,94.50720005809973
106,104,0.6106466160821856
106,105,86.10502947620806
106,107,4.7567125881844685
106,139,81.40742441288073
106,141,99.58239937928288
107,137,84.95283942247379
107,106,4.7567125881844685
107,139,93.83586301463974
107,108,41.633875782674934
108,135,116.72566564739779
108,137,53.41328480648193
108,107,41.633875782674934
108,109,62.63427679854989
108,110,5.734650213703498
109,135,0.6400589513628847
109,108,62.63427679854989
109,44,93.3842811085186
109,45,8.870839748080453
109,110,111.63107301691244
109,46,79.86940031483836
110,135,69.00898455004342
110,108,5.734650213703498
110,109,111.63107301691244
110,111,64.39767893541774
110,112,0.8704470293307344
110,120,96.10432868032578
111,42,88.57536639012267
111,43,11.469985222116199
111,44,90.58696693945251
111,110,64.39767893541774
111,112,116.47276789664724
111,120,19.497992404009718
112,110,0.8704470293307344
112,111,116.47276789664724
112,113,41.37618133228021
112,114,24.688633261344968
112,118,97.91023344440737
112,120,83.02522449597339
113,40,68.2811666727917
113,41,0.1655513613026907
113,42,113.57568438262224
113,112,41.37618133228021
113,114,113.93518542494505
113,118,40.71358523484953
114,112,24.688633261344968
114,113,113.93518542494505
114,115,87.30110817066983
114,116,93.31624859163082
114,118,106.77839980837919
115,39,0.6801932778417341
115,40,90.48253973191656
115,114,87.30110817066983
115,116,0.6173569909085046
116,123,1.9026572671391961
116,114,93.31624859163082
116,115,0.6173569909085046
116,117,69.46391225190389
117,116,69.46391225190389
117,118,90.44143934810116
117,119,0.002906815789097045
117,123,108.63343066730393
118,112,97.91023344440737
118,113,40.71358523484953
118,114,106.77839980837919
118,117,90.44143934810116
118,119,89.55573700948284
119,117,0.002906815789097045
119,118,89.55573700948284
119,120,89.50880505018036
119,121,90.14896310078232
120,110,96.10432868032578
120,111,19.497992404009718
120,112,83.02522449597339
120,119,89.50880505018036
120,121,0.342233019507834
121,134,91.15037583065944
121,119,90.14896310078232
121,120,0.342233019507834
121,122,89.9953795925977
122,121,89.9953795925977
122,123,71.21940298690335
122,124,88.35884401249346
122,134,1.145755870736432
123,116,1.9026572671391961
123,117,108.63343066730393
123,122,71.21940298690335
123,124,20.421753020518935
124,132,88.08388208325117
124,122,88.35884401249346
124,123,20.421753020518935
124,125,0.22675045976397945
125,132,92.14286757463749
125,150,0.3810947039363308
125,124,0.22675045976397945
125,126,86.76722054407955
126,127,102.84272447094551
126,128,29.239972723026877
126,150,92.8516853190484
126,156,77.41861608015316
126,125,86.76722054407955
127,128,106.39724821160215
127,131,73.7207381827615
127,133,0.34018655581832763
127,156,0.26134182210741624
127,126,102.84272447094551
128,127,106.39724821160215
128,129,90.22096319249424
128,149,0.4389786652356464
128,156,73.34141126260991
128,126,29.239972723026877
129,128,90.22096319249424
129,130,0.09233602473229906
129,131,89.66105041342941
129,149,90.21801324320377
130,129,0.09233602473229906
130,131,90.43128286413841
130,136,93.82818190348965
130,137,0.5052003836335279
130,138,86.01783856174718
131,127,73.7207381827615
131,129,89.66105041342941
131,130,90.43128286413841
131,133,106.6194476250668
132,133,101.41262680129108
132,124,88.08388208325117
132,125,92.14286757463749
133,127,0.34018655581832763
133,131,106.6194476250668
133,132,101.41262680129108
133,134,83.2904025125107
133,135,6.684481691293832
133,136,69.12108760761153
134,133,83.2904025125107
134,135,103.39407908052523
134,136,27.588509898648265
134,121,91.15037583065944
134,122,1.145755870736432
135,133,6.684481691293832
135,134,103.39407908052523
135,136,104.19443081464864
135,108,116.72566564739779
135,109,0.6400589513628847
135,110,69.00898455004342
136,130,93.82818190348965
136,133,69.12108760761153
136,134,27.588509898648265
136,135,104.19443081464864
136,137,85.66661873230817
136,138,0.15398046024337644
137,130,0.5052003836335279
137,136,85.66661873230817
137,138,94.48736081189041
137,107,84.95283942247379
137,108,53.41328480648193
138,130,86.01783856174718
138,136,0.15398046024337644
138,137,94.48736081189041
138,139,86.72393675103656
138,140,0.5292041394699024
139,106,81.40742441288073
139,138,86.72393675103656
139,107,93.83586301463974
139,140,93.805267289584
140,138,0.5292041394699024
140,139,93.805267289584
140,141,85.20490891836425
140,142,0.013821448208702436
141,104,81.02824688215586
141,105,5.687428994021458
141,106,99.58239937928288
141,140,85.20490891836425
141,142,94.78128559578079
142,140,0.013821448208702436
142,141,94.78128559578079
142,143,86.46028714963856
142,144,0.03749879892086835
142,148,94.4502940458583
143,102,89.79871542669096
143,103,0.8931456327146204
143,104,97.73018037272207
143,142,86.46028714963856
143,144,93.57720475112087
143,148,0.9105824331643504
144,142,0.03749879892086835
144,143,93.57720475112087
144,145,86.65738053774483
144,146,93.57605928653022
144,148,85.51221407236012
145,101,0.6359398114947284
145,102,89.96669928445387
145,144,86.65738053774483
145,146,0.23344471990444746
146,144,93.57605928653022
146,145,0.23344471990444746
146,147,90.69813485409006
146,468,9.477162405276687
146,469,88.7443563231961
147,146,90.69813485409006
147,468,98.77902748169643
147,469,0.5575106091380788
147,148,90.21359178703301
147,149,0.13518187548732868
148,142,94.4502940458583
148,143,0.9105824331643504
148,144,85.51221407236012
148,147,90.21359178703301
148,149,89.92158594498353
149,128,0.4389786652356464
149,129,90.21801324320377
149,147,0.13518187548732868
149,148,89.92158594498353
150,151,0.6339401530439419
150,154,86.0271067136523
150,125,0.3810947039363308
150,126,92.8516853190484
151,166,20.09279407742601
151,150,0.6339401530439419
151,152,115.61296816854214
151,154,94.60683256040086
152,164,94.10418609236919
152,166,84.47982588635304
152,151,115.61296816854214
152,157,0.003351937517175713
153,154,86.07962453323782
153,155,93.50950855617823
154,151,94.60683256040086
154,153,86.07962453323782
154,155,0.4108686495796728
154,150,86.0271067136523
155,153,93.50950855617823
155,154,0.4108686495796728
155,156,76.70827503543279
156,127,0.26134182210741624
156,128,73.34141126260991
156,162,1.2437088624080497
156,126,77.41861608015316
156,155,76.70827503543279
156,157,73.4858636031773
156,158,104.13223114621108
157,162,107.75784491342657
157,164,85.89888638517955
157,152,0.003351937517175713
157,156,73.4858636031773
157,158,2.381905450719185
158,159,2.024474382888383
158,160,103.58653717597514
158,162,74.6240603534694
158,156,104.13223114621108
158,157,2.381905450719185
159,160,74.38898850025845
159,186,0.25811444919701443
159,182,103.49339307815006
159,158,2.024474382888383
160,159,74.38898850025845
160,161,90.31474810233216
160,173,0.6642671442972726
160,158,103.58653717597514
161,160,90.31474810233216
161,162,91.47465436837538
161,163,8.72229600609393
161,171,88.32094723151108
161,173,89.02098582773573
162,161,91.47465436837538
162,163,79.8030496746685
162,171,0.2044016716317609
162,156,1.2437088624080497
162,157,107.75784491342657
162,158,74.6240603534694
163,161,8.72229600609393
163,162,79.8030496746685
163,164,86.5402190270828
163,165,0.9243475542367658
163,169,85.47039544066442
163,171,100.40134874243259
164,163,86.5402190270828
164,165,94.38412772636171
164,169,7.989385604736454
164,152,94.10418609236919
164,157,85.89888638517955
165,163,0.9243475542367658
165,164,94.38412772636171
165,166,87.03186029491766
165,167,93.5033440314833
165,169,93.60525782708595
166,167,0.5352050125340959
166,152,84.47982588635304
166,151,20.09279407742601
166,165,87.03186029491766
167,165,93.5033440314833
167,166,0.5352050125340959
167,168,82.64710710696073
167,233,7.763001084363807
168,167,82.64710710696073
168,233,89.5898918849567
168,169,90.24429103449393
168,170,0.8426540020085972
169,163,85.47039544066442
169,164,7.989385604736454
169,165,93.60525782708595
169,168,90.24429103449393
169,170,88.91305567969899
170,168,0.8426540020085972
170,169,88.91305567969899
170,171,85.21520013736553
170,172,0.34893671332404136
170,216,92.19765955268727
171,161,88.32094723151108
171,162,0.2044016716317609
171,163,100.40134874243259
171,170,85.21520013736553
171,172,95.13373565909443
171,216,2.5871404842221115
172,170,0.34893671332404136
172,171,95.13373565909443
172,173,87.52433128167264
172,174,2.778512394386316
172,216,87.45340466393078
173,160,0.6642671442972726
173,161,89.02098582773573
173,172,87.52433128167264
173,174,89.69715638008851
174,175,90.68884418492873
174,176,1.0739658681693345
174,172,2.778512394386316
174,173,89.69715638008851
175,174,90.68884418492873
175,176,88.23719005080692
175,180,90.45924927154272
175,181,0.9006755438120889
176,175,88.23719005080692
176,177,1.280515549072753
176,196,87.44979467798008
176,174,1.0739658681693345
177,191,13.962263424517875
177,196,91.26968996707798
177,176,1.280515549072753
177,178,90.6098991107168
178,191,103.35236427435598
178,177,90.6098991107168
178,179,0.5988615161193831
178,180,89.41314620376036
179,183,92.98280844533824
179,184,0.40054606895303335
179,178,0.5988615161193831
179,180,91.18571461186998
180,175,90.45924927154272
180,178,89.41314620376036
180,179,91.18571461186998
180,181,88.64007561330799
181,175,0.9006755438120889
181,180,88.64007561330799
181,183,87.19140132948836
181,182,0.16667873228373511
182,159,103.49339307815006
182,181,0.16667873228373511
182,183,92.64192203727168
182,186,76.2484942879257
183,179,92.98280844533824
183,181,87.19140132948836
183,182,92.64192203727168
183,184,86.6166461540156
184,183,86.6166461540156
184,185,2.2863878725268845
184,179,0.40054606895303335
184,189,84.47777571069493
185,184,2.2863878725268845
185,186,102.20654970358288
185,187,77.27762431262794
185,189,93.23583648261891
186,159,0.25811444919701443
186,182,76.2484942879257
186,185,102.20654970358288
186,187,0.5158274366769463
187,185,77.27762431262794
187,186,0.5158274366769463
187,188,100.9699395697755
188,467,79.20974014842703
188,468,2.4930109506750915
188,187,100.9699395697755
188,189,88.51659963520416
188,190,0.30880529311031
189,184,84.47777571069493
189,185,93.23583648261891
189,188,88.51659963520416
189,190,91.79220213901695
190,191,99.4240267437162
190,188,0.30880529311031
190,189,91.79220213901695
191,192,98.75641474790109
191,177,13.962263424517875
191,178,103.35236427435598
191,190,99.4240267437162
192,191,98.75641474790109
192,193,82.2290492498379
192,375,2.0324565799049754
193,192,82.2290492498379
193,194,79.6059482831309
193,195,14.31589994657006
193,375,99.80340725408071
194,193,79.6059482831309
194,195,86.07815183791111
194,200,93.43735576759659
194,201,0.05620797426601525
195,193,14.31589994657006
195,194,86.07815183791111
195,196,87.39120950280237
195,197,91.90477074302379
196,176,87.44979467798008
196,177,91.26968996707798
196,195,87.39120950280237
196,197,0.7040207113734512
197,195,91.90477074302379
197,196,0.7040207113734512
197,198,88.9856164956245
197,199,4.634456973665978
197,200,88.57972165151148
198,199,86.3799267317263
198,208,82.16564497730545
198,197,88.9856164956245
199,197,4.634456973665978
199,198,86.3799267317263
199,202,95.54305803572888
199,206,4.782635171846547
199,207,84.8074864461896
200,201,86.61883876326115
200,194,93.43735576759659
200,197,88.57972165151148
201,378,97.61609421662784
201,200,86.61883876326115
201,194,0.05620797426601525
201,202,81.78336806177691
202,199,95.54305803572888
202,201,81.78336806177691
202,206,79.67430682337992
202,207,0.3505455123477847
202,378,0.6005389728322715
204,292,0.2535332459714601
204,205,2.7667470425776384
204,293,89.14155046456425
204,294,89.73415152803196
205,206,14.093323229840234
205,204,2.7667470425776384
205,294,87.49910149944617
206,199,4.782635171846547
206,202,79.67430682337992
206,205,14.093323229840234
206,207,99.9751487023276
207,199,84.8074864461896
207,202,0.3505455123477847
207,206,99.9751487023276
207,208,106.646941844879
207,209,12.754096401598387
208,207,106.646941844879
208,209,86.10715454789631
208,198,82.16564497730545
209,207,12.754096401598387
209,208,86.10715454789631
209,210,1.3043150499304368
209,211,93.69150478152358
210,224,90.63043462780769
210,227,4.631347161864145
210,228,85.70274890308319
210,209,1.3043150499304368
210,211,85.00418028096502
211,209,93.69150478152358
211,210,85.00418028096502
211,212,96.07006398146801
211,213,7.292368567764832
212,223,91.03164852897802
212,224,88.29532110979281
212,225,0.25269356706452106
212,211,96.07006398146801
212,213,91.22230452927505
213,215,31.206387723671483
213,211,7.292368567764832
213,212,91.22230452927505
213,222,89.57200584177141
215,213,31.206387723671483
215,216,32.42042811246943
215,217,146.60511005253318
215,219,109.69296958112051
215,222,121.63438187345348
216,170,92.19765955268727
216,171,2.5871404842221115
216,172,87.45340466393078
216,215,32.42042811246943
216,217,0.9744620885245696
216,219,37.88660232571558
217,223,0.06545535471134292
217,215,146.60511005253318
217,216,0.9744620885245696
217,219,143.08785952768287
217,221,89.75713090085172
217,222,91.76050807401332
219,215,109.69296958112051
219,216,37.88660232571558
219,217,143.08785952768287
219,220,39.07313699565716
219,221,127.1550095714654
220,225,88.55250821486395
220,226,3.432340851737383
220,219,39.07313699565716
220,221,91.9181274177597
221,223,90.30831993259451
221,217,89.75713090085172
221,219,127.1550095714654
221,220,91.9181274177597
221,222,1.5176390720836783
222,223,88.17404109997572
222,213,89.57200584177141
222,215,121.63438187345348
222,217,91.76050807401332
222,221,1.5176390720836783
223,224,0.6730310135966183
223,225,89.2210444347826
223,212,91.03164852897802
223,217,0.06545535471134292
223,221,90.30831993259451
223,222,88.17404109997572
224,223,0.6730310135966183
224,225,91.45198593548193
224,227,94.00091251008394
224,228,3.666816647236448
224,210,90.63043462780769
224,212,88.29532110979281
225,223,89.2210444347826
225,224,91.45198593548193
225,226,88.01515105840642
225,212,0.25269356706452106
225,220,88.55250821486395
226,225,88.01515105840642
226,227,86.53195049603113
226,229,103.16914406794885
226,220,3.432340851737383
227,224,94.00091251008394
227,226,86.53195049603113
227,228,89.66590396918907
227,229,9.701094594746898
227,210,4.631347161864145
228,224,3.666816647236448
228,227,89.66590396918907
228,240,88.66503597280285
228,241,0.4768349390376628
228,210,85.70274890308319
228,242,71.95961114879061
229,226,103.16914406794885
229,227,9.701094594746898
229,230,0.004003877268023199
230,234,79.17824239205879
230,235,90.42512559724257
230,229,0.004003877268023199
231,232,47.91416920372177
231,235,89.26451064307203
231,236,94.84195243256949
232,231,47.91416920372177
233,167,7.763001084363807
233,168,89.5898918849567
233,234,7.227310680791215
234,233,7.227310680791215
234,235,10.396632074771686
234,230,79.17824239205879
235,230,90.42512559724257
235,231,89.26451064307203
235,234,10.396632074771686
235,236,4.106463134513917
236,231,94.84195243256949
236,235,4.106463134513917
236,237,0.6784461621231588
236,238,93.51727083318329
237,236,0.6784461621231588
237,238,85.80428333540485
237,248,89.83874870010513
237,249,1.3014277344006941
238,236,93.51727083318329
238,237,85.80428333540485
238,239,91.53252280959902
238,240,3.3252085244606246
239,238,91.53252280959902
239,240,85.14226889162833
239,246,96.01508032540859
239,247,1.2502317402487173
239,248,92.82444515489243
240,228,88.66503597280285
240,238,3.3252085244606246
240,239,85.14226889162833
240,241,91.81179829715616
240,242,19.375352914466568
241,228,0.4768349390376628
241,240,91.81179829715616
241,242,107.56355459611244
241,244,107.37059540808977
241,245,24.58408907486713
