street_id,street,distance_m,distance_km,tree,building,road,sky,along_park,inner_river_0,inner_area,inner_avenue_0,inner_avenue_1,inner_avenue_2,total,other,extra,city,inner_river_1,inner_river_2,inner_river_3,cos_simil,euclid_dist,cos_simil100,euclid_dist100,cos_simil250,euclid_dist250,cos_simil500,euclid_dist500,included,not_included,incl_prob,cluster,cluster_type,betweenness_centrality,east,south,west,north,dist_east,dist_west,dist_north,dist_south
58,59,1285,1.285,4,28,50,16,0,0,0,0,1,0,98,2,0,Kiba,0,1,0,0.8617690266888369,30.3864004668755,0.867560194213268,29.6755791855863,0.932019419751567,21.678777358400602,0.937701147691035,20.730550876543802,16,34,0.32,3,scape_second_built,0.027295789517146462,0.22147425172922888,0.0,0.0,0.7785257482707711,0.2845944134720591,0.0,1.0004055865279409,0.0
59,60,1342,1.342,26,43,20,8,0,0,0,0,1,0,97,3,0,Kiba,0,1,0,0.8085224694631401,33.6848135910928,0.8482104884141322,29.5472502950782,0.9247010650646652,21.1247509344091,0.921446094176592,21.9881517315132,4,46,0.08,0,scape_most_green,0.02685266840593184,0.22252042784845755,0.0,0.0,0.7774795721515425,0.29862241417263,0.0,1.0433775858273702,0.0
60,61,1342,1.342,5,40,33,21,0,0,0,0,1,0,99,1,0,Kiba,0,1,0,0.7704732942362109,37.4076640988626,0.809007216712816,33.6844177625204,0.931408707802503,20.521019587193,0.968809125327419,14.012150264309401,15,35,0.3,2,scape_road_sky,0.02145316646772765,0.26034483389677904,0.0,0.0,0.7396551661032209,0.34938276708947746,0.0,0.9926172329105225,0.0
61,62,1431,1.431,6,33,42,11,0,0,0,0,1,0,92,8,0,Kiba,0,1,0,0.8668193013744592,28.296053906272306,0.875671992433436,27.008146919031702,0.965269039449809,14.495249045737696,0.977405584222351,11.8608101143239,5,45,0.1,3,scape_second_built,0.014166628169683403,0.26763540421486903,0.0,0.0,0.7323645957851309,0.3829862634314776,0.0,1.0480137365685225,0.0
62,63,1431,1.431,11,23,38,2,0,0,0,0,1,0,74,26,0,Kiba,0,1,0,0.862411953051324,28.0356915377524,0.846077300559308,29.069571720271306,0.873784600720361,26.8455522101779,0.853190197192152,29.622788285352502,7,43,0.14,3,scape_second_built,,0.31191302973554963,0.0,0.0,0.6880869702644504,0.4463475455515715,0.0,0.9846524544484286,0.0
63,64,1551,1.551,0,57,29,9,0,0,0,0,1,0,95,5,0,Kiba,0,1,0,0.6488912144683741,50.7411732882347,0.682539043513294,47.9941663121676,0.879350528164179,30.9810672929814,0.9425729588449532,22.2143831012263,2,48,0.04,1,scape_most_built,0.017427383567088412,0.3223991937427994,0.0,0.0,0.6776008062572006,0.5000411494950818,0.0,1.050958850504918,0.0
64,65,1551,1.551,5,51,35,9,0,0,0,0,1,0,100,0,0,Kiba,0,1,0,0.746679312661693,42.339894504671,0.774871875138278,39.7924615976443,0.9374061515853392,22.3408201482837,0.98061308308136,13.450835305444805,5,45,0.1,2,scape_road_sky,0.008152698508288973,0.36404513390904936,0.0,0.0,0.6359548660909506,0.5646340026929355,0.0,0.9863659973070644,0.0
65,66,1663,1.663,2,44,38,13,0,0,0,0,1,0,97,3,0,Kiba,0,1,0,0.771801865253422,38.7900330841141,0.7962408924216341,36.395604130169296,0.942052046869097,20.1380440044839,0.982741051708637,11.3504476881704,2,48,0.04,2,scape_road_sky,0.015801860767450236,0.3698324046576929,0.0,0.0,0.6301675953423072,0.6150312889457433,0.0,1.0479687110542568,0.0
66,67,1663,1.663,0,50,40,8,0,0,0,0,1,0,98,2,0,Kiba,0,1,0,0.7395496592279359,43.9165876027119,0.7596908933742,42.0932298594441,0.927589977360912,24.812973894102,0.97446086755049,16.0528564804969,5,45,0.1,2,scape_road_sky,0.00709020883446681,0.4177700887724672,0.0,0.0,0.5822299112275329,0.6947516576286129,0.0,0.9682483423713872,0.0
67,68,1824,1.824,4,32,42,13,0,0,0,0,1,0,91,9,0,Kiba,0,1,0,0.850696572318056,29.899832775452104,0.8604734876619159,28.520869551961397,0.951066789193274,17.141368983026,0.9670883030920708,14.294766700775002,2,48,0.04,3,scape_second_built,0.01984309606174792,0.4324853473468036,0.0,0.0,0.5675146526531964,0.7888532735605698,0.0,1.0351467264394303,0.0
