street_id,street,distance_m,distance_km,tree,building,road,sky,along_park,inner_river_0,inner_area,inner_avenue_0,inner_avenue_1,inner_avenue_2,total,other,extra,city,inner_river_1,inner_river_2,inner_river_3,cos_simil,euclid_dist,cos_simil100,euclid_dist100,cos_simil250,euclid_dist250,cos_simil500,euclid_dist500,included,not_included,incl_prob,cluster,cluster_type,betweenness_centrality,east,south,west,north,dist_east,dist_west,dist_north,dist_south
46,47,744,0.7440000000000001,2,43,42,12,0,1,1,0,1,0,99,1,0,Kiyosumi,0,0,0,0.8675016572316452,30.5102441812582,0.9586729470855908,18.163655120788288,0.9877368698490762,10.6250816990323,0.9935691309992526,8.263517065131182,16,34,0.32,2,scape_second_built,0.049490112821283516,0.9908997478891796,0.0,0.0,0.009100252110820387,0.7372294124295496,0.0,0.006770587570450369,0.0
47,48,744,0.7440000000000001,0,60,27,8,0,1,1,0,1,0,95,5,0,Kiyosumi,0,0,0,0.7313703842590544,45.56725798202038,0.8509791255807515,35.02127633194381,0.9216842913057812,26.32126569482892,0.9208306783674028,26.3505067569716,16,34,0.32,1,scape_most_built,0.015693728068830827,0.9616123498470732,0.0,0.0,0.0383876501529269,0.7154395882862226,0.0,0.02856041171377762,0.0
48,49,744,0.7440000000000001,0,56,33,11,0,1,0,0,1,0,100,0,0,Kiyosumi,0,0,0,0.7792013969848761,41.36272476517958,0.8942765704674706,29.95574967807533,0.9544768009399598,20.854073010112703,0.9559407774755018,20.43339936290116,15,35,0.3,1,scape_most_built,0.014746630822253476,0.9516905947292156,0.04830940527078443,0.0,0.0,0.7080578024785364,0.0,0.0,0.03594219752146362
49,50,658,0.6579999999999999,8,46,36,8,0,1,1,0,1,0,98,2,0,Kiyosumi,0,0,0,0.8817202509353409,28.0958181941726,0.9595077828856504,17.102333054831067,0.9908813247136048,8.566934172217682,0.9882070776030292,9.417983473037774,16,34,0.32,2,scape_second_built,0.00851156517412895,0.9974785076466586,0.0,0.0,0.002521492353341475,0.6563408580315012,0.0,0.0016591419684986904,0.0
50,51,658,0.6579999999999999,2,41,43,13,0,1,1,0,1,0,99,1,0,Kiyosumi,0,0,0,0.8738816200375207,29.586736893412226,0.9623946809138568,17.21887905522213,0.9870749427400464,10.577918562321754,0.9939688246359286,7.797028330950887,26,24,0.52,2,scape_second_built,0.01718293117602811,0.962623003096277,0.0,0.0,0.03737699690372299,0.6334059360373502,0.0,0.024594063962649723,0.0
51,52,658,0.6579999999999999,9,37,41,11,0,1,0,0,1,0,98,2,0,Kiyosumi,0,0,0,0.9287737407434948,21.15124109833747,0.9890757904323652,8.827138117585948,0.9974215880114576,4.200281075250931,0.9983066953036356,3.357058425145635,25,25,0.5,2,scape_second_built,0.01847636083252176,0.9387258162753828,0.06127418372461714,0.0,0.0,0.6176815871092017,0.0,0.0,0.04031841289079807
52,53,587,0.5870000000000001,8,32,40,8,0,1,1,0,1,0,88,12,0,Kiyosumi,0,0,0,0.9218318518047948,21.1748671778597,0.9747327867992354,12.091487982570758,0.9736592023923734,12.782502145945882,0.9777398892245432,11.928357568656061,26,24,0.52,2,scape_second_built,,0.9937216758187181,0.006278324181281885,0.0,0.0,0.5833146237055876,0.0,0.0,0.0036853762944124673
53,54,587,0.5870000000000001,0,61,31,8,0,1,1,0,1,0,100,0,0,Kiyosumi,0,0,0,0.7506848768690175,45.53981774227912,0.8678733571145917,34.751009381904645,0.9352262046537944,25.812962398333468,0.9343902289132902,25.785439474418286,29,21,0.58,1,scape_most_built,0.0032726816957035078,0.9664517347478272,0.0,0.0,0.03354826525217287,0.5673071682969746,0.0,0.019692831703025476,0.0
54,55,587,0.5870000000000001,5,37,32,26,0,1,0,0,1,0,100,0,0,Kiyosumi,0,0,0,0.8396097253428709,30.917228206939892,0.9289353666914268,20.69999507049138,0.9548489996107484,16.772269607234964,0.9607459199598368,15.72481609653484,28,22,0.56,3,scape_road_sky,0.01989227891587901,0.9285154197888326,0.07148458021116745,0.0,0.0,0.5450385514160447,0.0,0.0,0.0419614485839553
55,56,424,0.424,3,41,40,15,0,1,1,0,1,0,99,1,0,Kiyosumi,0,0,0,0.8731910255853333,28.93743250532085,0.9625589351200938,16.411792674035038,0.9892707384814392,9.067838465943494,0.9951304679858336,6.374552583116765,29,21,0.58,2,scape_second_built,0.014406727033863968,0.9668089001597848,0.03319109984021509,0.0,0.0,0.4099269736677488,0.0,0.0,0.014073026332251196
56,57,424,0.424,0,53,40,7,0,1,1,0,1,0,100,0,0,Kiyosumi,0,0,0,0.8163853060731163,38.579463448835064,0.9211781363769128,27.112012549602362,0.9693548696652604,18.58697647398426,0.9722726058103304,17.75583963854825,43,7,0.86,1,scape_most_built,0.021326859849780385,0.9797951241247732,0.0,0.0,0.020204875875226787,0.41543313262890386,0.0,0.008566867371096158,0.0
57,58,424,0.424,0,46,42,12,0,1,0,0,1,0,100,0,0,Kiyosumi,0,0,0,0.8443350978181624,33.990807580873984,0.9445321501459508,21.72368217745184,0.9811825897581734,13.755933063389213,0.987641969538014,11.710800875382395,42,8,0.84,2,scape_second_built,0.010172583932323252,0.8854596282222924,0.11454037177770762,0.0,0.0,0.37543488236625194,0.0,0.0,0.04856511763374803
58,59,496,0.496,2,44,40,14,0,1,0,0,1,0,100,0,0,Kiyosumi,0,0,0,0.8581504163089265,31.39068333120513,0.9533950722181034,18.986568829527027,0.9865648367044876,10.880825387401046,0.9919703259704498,8.783100656536796,41,9,0.82,2,scape_second_built,0.027295789517146462,0.7929337065590131,0.20706629344098687,0.0,0.0,0.3932951184532705,0.0,0.0,0.10270488154672949
59,60,496,0.496,6,39,34,21,0,1,0,0,1,0,100,0,0,Kiyosumi,0,0,0,0.8686133058810881,28.18465894773254,0.9536987428653276,16.892215330604515,0.9793867680298368,11.386059946755552,0.9829497576365632,10.402991022884821,28,22,0.56,2,scape_second_built,0.02685266840593184,0.8471661478513404,0.15283385214865966,0.0,0.0,0.42019440933426483,0.0,0.0,0.0758055906657352
60,61,682,0.682,1,59,30,10,0,1,0,0,1,0,100,0,0,Kiyosumi,0,0,0,0.7597158265713262,43.59902521846103,0.8751664821480112,32.748889995210035,0.9406067828890484,23.779732850569296,0.9396082502374292,23.80142719476999,27,23,0.54,1,scape_most_built,0.02145316646772765,0.8276848127586535,0.1723151872413466,0.0,0.0,0.5644810423014017,0.0,0.0,0.11751895769859838
61,62,682,0.682,11,40,33,16,0,1,0,0,1,0,100,0,0,Kiyosumi,0,0,0,0.9052364348036812,23.735521902835842,0.9720394191315076,13.002354574837431,0.9922536413882757,6.956461824168311,0.989061361097597,8.341900358269783,25,25,0.5,2,scape_second_built,0.014166628169683403,0.8735195602454969,0.12648043975450302,0.0,0.0,0.5957403400874289,0.0,0.0,0.08625965991257106
62,63,741,0.741,18,28,43,8,0,1,0,0,1,0,97,3,0,Kiyosumi,0,0,0,0.9858133703629014,9.293815147720553,0.9934860220736434,6.3406688631920405,0.9655295686104028,14.605102799288266,0.9600684027409916,15.818414023606234,24,26,0.48,0,scape_most_green,,0.8273603901077978,0.17263960989220226,0.0,0.0,0.6130740490698782,0.0,0.0,0.12792595093012188
63,64,741,0.741,16,35,40,9,0,1,0,0,1,0,100,0,0,Kiyosumi,0,0,0,0.9653511859633532,14.709690683355653,0.9964395899938336,5.2566769979925985,0.9902717879278932,7.830008159496247,0.9838152709061692,10.140285835487916,15,35,0.3,0,scape_most_green,0.017427383567088412,0.8878949186512569,0.11210508134874304,0.0,0.0,0.6579301347205814,0.0,0.0,0.08306986527941859
64,65,831,0.831,3,54,32,10,0,1,0,0,1,0,99,1,0,Kiyosumi,0,0,0,0.8023793203694899,38.044381976843844,0.9077990196527737,26.99055012255896,0.9627649958080104,17.9993248330165,0.9618845926811264,18.03963889407355,14,36,0.28,1,scape_most_built,0.008152698508288973,0.846662840090574,0.15333715990942598,0.0,0.0,0.703576820115267,0.0,0.0,0.12742317988473298
65,66,831,0.831,0,49,42,9,0,1,0,0,1,0,100,0,0,Kiyosumi,0,0,0,0.8357974667292458,35.79629869134517,0.9368807740684904,23.920787646577462,0.977633506672476,15.731360222321667,0.9825213303873408,14.292855358035155,15,35,0.3,2,scape_second_built,0.015801860767450236,0.9111873346199494,0.08881266538005059,0.0,0.0,0.7571966750691779,0.0,0.0,0.07380332493082203
66,67,996,0.996,29,14,39,18,1,1,0,0,1,0,100,0,-1,Kiyosumi,0,0,0,0.9613176777299448,14.87867601636651,0.906265278727355,23.26072278519728,0.83390778978536,31.67899979130935,0.8222949810626841,32.93957912627108,14,36,0.28,0,scape_most_green,0.00709020883446681,0.8857025257677602,0.11429747423223975,0.0,0.0,0.8821597156646892,0.0,0.0,0.11384028433531079
