angle,one,other
0.998710982477915,75,78
0.9941100901907832,75,82
0.9981478292168039,75,60
0.5024823855217986,76,74
0.5120782464010607,76,75
0.9889105031046198,76,77
0.985930413072555,76,58
0.5102261095370773,76,60
0.51371458556802,77,79
0.9748409162959261,77,58
0.9889105031046198,77,76
0.5218787389725498,77,78
0.998710982477915,78,75
0.5218787389725498,78,77
0.9918358464468132,78,79
0.995399085917122,78,82
0.9878122858895572,79,166
0.51371458556802,79,77
0.9918358464468132,79,78
0.9901631949725257,79,80
0.9966085612798761,79,81
0.5089567695292083,80,97
0.5066255589773617,80,98
0.5002607509582134,80,164
0.9779754846441949,80,166
0.9901631949725257,80,79
0.993554630451258,80,81
0.9844208541745049,81,166
0.9966085612798761,81,79
0.993554630451258,81,80
0.9998281582165394,81,82
0.9968111177612917,81,83
0.9941100901907832,82,75
0.995399085917122,82,78
0.9998281582165394,82,81
0.9969829361077412,82,83
0.9959981638104936,83,73
0.9968111177612917,83,81
0.9969829361077412,83,82
0.9967697830804021,83,84
0.9976210510469894,83,85
0.998845435226753,84,95
0.5154434791139294,84,97
0.999228269239512,84,73
0.9967697830804021,84,83
0.9991487105583859,84,85
0.5212047252995632,85,71
0.9983770130839673,85,73
0.9976210510469894,85,83
0.9991487105583859,85,84
0.502080660042773,85,86
0.9961627008975583,85,87
0.98953105900712,86,96
0.9767146141717127,86,71
0.502080660042773,86,85
0.5017566367402697,86,87
0.9964796934148265,86,92
0.5050870870617998,87,69
0.5250420221432784,87,71
0.9961627008975583,87,85
0.5017566367402697,87,86
0.5018603971044315,87,88
0.9878221690823618,88,67
0.9930525094454941,88,69
0.5018603971044315,88,87
0.9981064529481224,88,89
0.9981064529481224,89,88
0.506195799892202,89,90
0.5044642326463877,89,91
0.9897157113190389,89,67
0.5613130166337221,90,116
0.9949680839325933,90,117
0.506195799892202,90,89
0.9982684308999783,90,91
0.5044642326463877,91,89
0.9982684308999783,91,90
0.5024739607269761,91,92
0.50257119695565,91,93
0.9930513655920085,92,96
0.5024739607269761,92,91
0.9949548412994803,92,93
0.9964796934148265,92,86
0.5002525300059267,93,95
0.5197052225636749,93,99
0.50257119695565,93,91
0.9949548412994803,93,92
0.9988237046015267,93,94
0.5014288216316592,94,95
0.5208815142245746,94,99
0.9844764582485651,94,106
0.9661681184109476,94,108
0.5365126578580316,94,109
0.5497366767060385,94,110
0.9988237046015267,94,93
0.5122463220268972,95,96
0.5142889209845869,95,97
0.9805473070603938,95,99
0.998845435226753,95,84
0.5002525300059267,95,93
0.5014288216316592,95,94
0.5122463220268972,96,95
0.9930513655920085,96,92
0.98953105900712,96,86
0.5142889209845869,97,95
0.9976687875169893,97,98
0.9913039582980954,97,164
0.5089567695292083,97,80
0.5154434791139294,97,84
0.9976687875169893,98,97
0.5157859564593763,98,162
0.5314104029346596,98,99
0.964606757911184,98,100
0.9936351691249974,98,164
0.5066255589773617,98,80
0.9805473070603938,99,95
0.5314104029346596,99,98
0.9843755534894921,99,162
0.5039828386141475,99,100
0.5197052225636749,99,93
0.5208815142245746,99,94
0.964606757911184,100,98
0.5196072851067557,100,162
0.5039828386141475,100,99
0.999943737414876,100,101
0.5058558463440205,100,102
0.668121148625818,100,157
0.999943737414876,101,100
0.5057997675061103,101,102
0.9451386947460036,101,107
0.941359844243223,101,108
0.6680650699552124,101,157
0.5058558463440205,102,100
0.5057997675061103,102,101
0.9952569180560624,102,103
0.9983356416268492,102,104
0.8365168009581047,102,147
0.6641450703645344,102,155
0.8377346972481948,102,157
0.9952569180560624,103,102
0.9969212643291524,103,104
0.6709876342240233,103,137
0.7913074535128891,103,138
0.8317833648594006,103,145
0.8317737192423909,103,147
0.9983356416268492,104,102
0.9969212643291524,104,103
0.9951909173114141,104,105
0.5051493182541197,104,106
0.8348524488564514,104,147
0.5939235071998823,105,135
0.9951909173114141,105,104
0.8029872402741628,105,136
0.5003402361846084,105,106
0.6630998225855034,105,137
0.5051493182541197,106,104
0.5003402361846084,106,105
0.5520361984518053,106,109
0.5652602171910749,106,110
0.9844764582485651,106,94
0.9962211484564346,107,108
0.9451386947460036,107,101
0.9962211484564346,108,107
0.941359844243223,108,101
0.9661681184109476,108,94
0.5267640358137267,109,131
0.8235045068296993,109,132
0.8553636746668889,109,136
0.5520361984518053,109,106
0.986775980032342,109,110
0.5365126578580316,109,94
0.5652602171910749,110,106
0.986775980032342,110,109
0.993307926835925,110,111
0.504447396456,110,112
0.5497366767060385,110,94
0.5111394693097419,111,112
0.9122380552464623,111,130
0.5332959819498899,111,131
0.993307926835925,111,110
0.5111394693097419,112,111
0.9739546590920082,112,113
0.9696834571337719,112,114
0.504447396456,112,110
0.9739546590920082,113,112
0.9957287978379213,113,114
0.971551178678405,113,124
0.5694635936243619,113,125
0.9696834571337719,114,112
0.9957287978379213,114,113
0.5183072629677112,114,115
0.9628911753028434,114,116
0.53832446724021,115,122
0.5183072629677112,115,114
0.5411298806372336,115,123
0.5188015617139923,115,116
0.9628911753028434,116,114
0.5613130166337221,116,90
0.5188015617139923,116,115
0.5562811093620091,116,117
0.9949680839325933,117,90
0.5036503331229942,117,123
0.5562811093620091,117,116
0.5277738608455778,117,118
0.5291267036153668,118,119
0.9758764708167885,118,123
0.5277738608455778,118,117
0.9948316273193956,119,120
0.5013097672748752,119,128
0.5291267036153668,119,118
0.9948316273193956,120,119
0.5038586027553591,120,128
0.9974056000870924,120,121
0.9996225808938828,120,126
0.9974056000870924,121,120
0.5003762092690414,121,122
0.503784204861084,121,124
0.997028219780982,121,126
0.9971945719430961,122,123
0.5003762092690414,122,121
0.53832446724021,122,115
0.9958395828949913,122,124
0.9971945719430961,123,122
0.5411298806372336,123,115
0.5036503331229942,123,117
0.9758764708167885,123,118
0.971551178678405,124,113
0.503784204861084,124,121
0.9958395828949913,124,122
0.5410147731361252,124,125
0.5528606832313052,125,127
0.5694635936243619,125,113
0.5410147731361252,125,124
0.9581728009770096,125,126
0.5110334843209933,126,127
0.9996225808938828,126,120
0.997028219780982,126,121
0.9581728009770096,126,125
0.9932024980072344,127,128
0.5298269815339143,127,129
0.5528606832313052,127,125
0.5110334843209933,127,126
0.9932024980072344,128,127
0.5230294806215833,128,129
0.5013097672748752,128,119
0.5038586027553591,128,120
0.5298269815339143,129,127
0.5230294806215833,129,128
0.9735738189545308,129,130
0.5801451296173112,129,133
0.9122380552464623,130,111
0.9735738189545308,130,129
0.554465961943397,130,131
0.6065713105837334,130,133
0.554465961943397,131,130
0.703259528852878,131,132
0.6714003610797087,131,136
0.5267640358137267,131,109
0.5332959819498899,131,111
0.703259528852878,132,131
0.6511541802521617,132,133
0.6500822972050322,132,134
0.9681408321460917,132,136
0.8235045068296993,132,109
0.5801451296173112,133,129
0.6065713105837334,133,130
0.6511541802521617,133,132
0.9989281089638125,133,134
0.9848661230431557,134,135
0.624039734308766,134,139
0.6500822972050322,134,132
0.9989281089638125,134,133
0.9848661230431557,135,134
0.6030892525199166,135,136
0.5939235071998823,135,105
0.9308236841836466,135,137
0.608905857390279,135,139
0.6714003610797087,136,131
0.9681408321460917,136,132
0.6030892525199166,136,135
0.8029872402741628,136,105
0.5339129371129209,136,137
0.8553636746668889,136,109
0.9308236841836466,137,135
0.5339129371129209,137,136
0.6630998225855034,137,105
0.6709876342240233,137,103
0.5377049122070566,137,138
0.5027709990849295,137,145
0.7913074535128891,138,103
0.5377049122070566,138,137
0.9979753692722166,138,139
0.9001134883483695,138,140
0.9595240884807325,138,145
0.624039734308766,139,134
0.608905857390279,139,135
0.9979753692722166,139,138
0.8980888584896719,139,140
0.9405682203829099,140,144
0.9001134883483695,140,138
0.8980888584896719,140,139
0.9537620146325702,140,141
0.8943302350249045,141,144
0.9537620146325702,141,140
0.999030679181662,141,142
0.5093836574777458,142,143
0.510156098554892,142,149
0.999030679181662,142,141
0.5093836574777458,143,142
0.6140841042368097,143,144
0.6140629250303067,143,145
0.614126362411829,143,146
0.9992275514850965,143,149
0.9405682203829099,144,140
0.8943302350249045,144,141
0.6140841042368097,144,143
0.9999783335566829,144,145
0.9999573161862875,144,146
0.8317833648594006,145,103
0.5027709990849295,145,137
0.9595240884807325,145,138
0.6140629250303067,145,143
0.9999783335566829,145,144
0.9999365461855692,145,146
0.614126362411829,146,143
0.9999573161862875,146,144
0.9999365461855692,146,145
0.9999461383787325,146,147
0.9999957564776587,146,148
0.8365168009581047,147,102
0.8317737192423909,147,103
0.8348524488564514,147,104
0.9999461383787325,147,146
0.999946273410151,147,148
0.9999957564776587,148,146
0.999946273410151,148,147
0.6148987173819607,148,149
0.510386679937519,148,152
0.9992275514850965,149,143
0.8747146025366959,149,152
0.6148987173819607,149,148
0.510156098554892,149,142
0.9659952735173228,150,228
0.5035646550192395,150,246
0.900494614789297,150,151
0.8994480271538865,150,152
0.9989534116542729,151,152
0.900494614789297,151,150
0.9434689208391691,152,227
0.510386679937519,152,148
0.8747146025366959,152,149
0.8994480271538865,152,150
0.9989534116542729,152,151
0.9980085227077331,153,159
0.5002990170690681,153,154
0.5469250846059691,153,227
0.5022904917650973,154,159
0.5002990170690681,154,153
0.999873498931275,154,155
0.9992599873783347,154,156
0.999873498931275,155,154
0.9993864838277874,155,156
0.6641450703645344,155,102
0.9992599873783347,156,154
0.9993864838277874,156,155
0.5024932816482529,156,157
0.5119404392763388,156,158
0.668121148625818,157,100
0.6680650699552124,157,101
0.8377346972481948,157,102
0.5024932816482529,157,156
0.9905528420804389,157,158
0.5313574162505097,158,160
0.8453022119072394,158,161
0.5119404392763388,158,156
0.9905528420804389,158,157
0.544848341329097,159,160
0.5694496221724847,159,211
0.9980085227077331,159,153
0.5022904917650973,159,154
0.544848341329097,160,159
0.6233403717561347,160,161
0.9753987169504202,160,211
0.5313574162505097,160,158
0.6233403717561347,161,160
0.9843689178011794,161,162
0.8453022119072394,161,158
0.9843689178011794,162,161
0.5157859564593763,162,98
0.516341040292969,162,163
0.9843755534894921,162,99
0.5196072851067557,162,100
0.9846566230786291,162,209
0.516341040292969,163,162
0.9930801076435682,163,164
0.5262651329926314,163,165
0.5009976635146718,163,209
0.9913039582980954,164,97
0.9936351691249974,164,98
0.9930801076435682,164,163
0.5193452408824378,164,165
0.5002607509582134,164,80
0.9971366694400725,165,167
0.5262651329926314,165,163
0.5193452408824378,165,164
0.997059977002945,165,166
0.997059977002945,166,165
0.9999232141766182,166,167
0.9878122858895572,166,79
0.9779754846441949,166,80
0.9844208541745049,166,81
0.9997916733393285,167,168
0.5196587078034959,167,169
0.9971366694400725,167,165
0.9999232141766182,167,166
0.9997916733393285,168,167
0.5198669960362791,168,169
0.5282728269242836,168,57
0.5237637982285877,168,58
0.5180724958558549,168,59
0.5196587078034959,169,167
0.5198669960362791,169,168
0.9345877462046215,169,170
0.9473490977484629,169,171
0.9345877462046215,170,169
0.9872386484373542,170,171
0.9370842349309143,170,55
0.9321813767123868,170,56
0.9429935573183515,170,57
0.9473490977484629,171,169
0.9872386484373542,171,170
0.5447695479187797,171,196
0.5487723748983135,171,172
0.6477848255290196,172,193
0.9959970431648498,172,196
0.5487723748983135,172,171
0.999248989580626,172,173
0.5019621720439356,172,174
0.647033838483323,173,193
0.5197583134707665,173,37
0.9817863591702793,173,38
0.9818444151579568,173,39
0.999248989580626,173,172
0.5012111846844653,173,174
0.8818502533075449,174,191
0.8541773454422507,174,193
0.5019621720439356,174,172
0.5012111846844653,174,173
0.5012275732916347,174,175
0.6169221726261096,175,191
0.5920996830996386,175,176
0.6121061950189297,175,177
0.5012275732916347,175,174
0.6008349248483594,176,14
0.5920996830996386,176,175
0.9799934880537637,176,177
0.6008282264095938,176,15
0.6121061950189297,177,175
0.9799934880537637,177,176
0.9785642888520859,177,178
0.9674233635622823,177,190
0.9785642888520859,178,177
0.999574643714822,178,179
0.9911545828984455,178,180
0.5780027415862301,178,188
0.9459876524150985,178,190
0.5961917802140286,179,7
0.6004736452056291,179,8
0.999574643714822,179,178
0.9907292454919647,179,180
0.5775774024509588,179,188
0.9911545828984455,180,178
0.9907292454919647,180,179
0.5864774976230716,180,181
0.9352234725494515,180,187
0.5868481567233332,180,188
0.5864774976230716,181,180
0.9899436035006982,181,182
0.8389583445373794,181,183
0.648930676428741,181,184
0.6512540247584064,181,187
0.782157107035563,182,256
0.557711432035843,182,257
0.9899436035006982,182,181
0.8490147408418499,182,183
0.6388742802817412,182,184
0.5569320194938617,183,203
0.8576460931980874,183,204
0.8389583445373794,183,181
0.8490147408418499,183,182
0.5121109786396976,183,184
0.6434692446524092,184,200
0.648930676428741,184,181
0.6388742802817412,184,182
0.5121109786396976,184,183
0.9995328127580568,184,185
0.999891399792898,185,194
0.6439447410007869,185,199
0.6439364268690164,185,200
0.9995328127580568,185,184
0.5176988624473512,185,186
0.5178069961215366,186,194
0.8383563965275573,186,199
0.5176988624473512,186,185
0.5158426962169355,186,187
0.9937710660880384,186,188
0.5218695944620443,186,189
0.9352234725494515,187,180
0.6512540247584064,187,181
0.5158426962169355,187,186
0.5220716293685985,187,188
0.9939730946916217,187,189
0.5780027415862301,188,178
0.5775774024509588,188,179
0.5868481567233332,188,180
0.9937710660880384,188,186
0.5220716293685985,188,187
0.5280985275213399,188,189
0.9763474748456014,189,191
0.9958769987548401,189,192
0.5218695944620443,189,186
0.9939730946916217,189,187
0.5280985275213399,189,188
0.9958918664416184,189,190
0.9722393414955168,190,191
0.9999844018965632,190,192
0.9674233635622823,190,177
0.9459876524150985,190,178
0.9958918664416184,190,189
0.9722244775052277,191,192
0.8818502533075449,191,174
0.6169221726261096,191,175
0.9763474748456014,191,189
0.9722393414955168,191,190
0.9722244775052277,192,191
0.9998973324693096,192,193
0.9999395621753275,192,194
0.88675538288605,192,195
0.9958769987548401,192,189
0.9999844018965632,192,190
0.9998973324693096,193,192
0.9999577692339712,193,194
0.8868579966455161,193,195
0.6477848255290196,193,172
0.647033838483323,193,173
0.8541773454422507,193,174
0.9999395621753275,194,192
0.9999577692339712,194,193
0.8868157812038568,194,195
0.6438366073320425,194,199
0.999891399792898,194,185
0.5178069961215366,194,186
0.88675538288605,195,192
0.8868579966455161,195,193
0.8868157812038568,195,194
0.5306399962184059,195,196
0.5306765439195386,195,197
0.992133399881502,195,198
0.5306399962184059,196,195
0.9999632994370624,196,197
0.5227733960999073,196,198
0.5447695479187797,196,171
0.9959970431648498,196,172
0.5306765439195386,197,195
0.9999632994370624,197,196
0.522809943801528,197,198
0.5769813215226547,197,208
0.9993724794142603,197,209
0.9994494317455006,197,210
0.992133399881502,198,195
0.5227733960999073,198,196
0.522809943801528,198,197
0.5227857884764281,198,199
0.5227774741668383,198,200
0.8766931155455117,198,201
0.6438366073320425,199,194
0.5227857884764281,199,198
0.9999907305857691,199,200
0.6460926728626589,199,201
0.6439447410007869,199,185
0.8383563965275573,199,186
0.5227774741668383,200,198
0.9999907305857691,200,199
0.6460843585970862,200,201
0.6434692446524092,200,184
0.6439364268690164,200,185
0.8766931155455117,201,198
0.6460926728626589,201,199
0.6460843585970862,201,200
0.5194972697565459,201,202
0.952563844956543,201,203
0.5194972697565459,202,201
0.5669334247136719,202,203
0.836397608520325,202,206
0.5886583813288361,202,207
0.5886327763562584,202,208
0.5569320194938617,203,183
0.952563844956543,203,201
0.5669334247136719,203,202
0.5854218869251699,203,204
0.8576460931980874,204,183
0.5854218869251699,204,203
0.5754807620887507,204,205
0.9887529200950647,204,206
0.5754807620887507,205,204
0.5383245049519596,205,219
0.5267290484355441,205,220
0.5867278416652308,205,206
0.836397608520325,206,202
0.9887529200950647,206,204
0.5867278416652308,206,205
0.5749440098903699,206,207
0.5749696149227213,206,208
0.5886583813288361,207,202
0.5749440098903699,207,206
0.9999743031961562,207,208
0.5729392069806465,207,215
0.9947598909847885,207,216
0.9980868994075776,207,217
0.5769813215226547,208,197
0.5886327763562584,208,202
0.5749696149227213,208,206
0.9999743031961562,208,207
0.576354040734444,208,209
0.5764311662480595,208,210
0.9846566230786291,209,162
0.5009976635146718,209,163
0.9993724794142603,209,197
0.576354040734444,209,208
0.9999227720752938,209,210
0.9994494317455006,210,197
0.5764311662480595,210,208
0.9999227720752938,210,209
0.5678417572668473,210,211
0.9971618872364865,210,212
0.5581982717127948,210,213
0.5694496221724847,211,159
0.9753987169504202,211,160
0.5678417572668473,211,210
0.5706798649298448,211,212
0.9903565144308497,211,213
0.9168676693943201,212,226
0.5912129264734101,212,227
0.5811967446213984,212,228
0.9077611701355747,212,229
0.9971618872364865,212,210
0.5706798649298448,212,211
0.5610363793865338,212,213
0.5581982717127948,213,210
0.9903565144308497,213,211
0.5610363793865338,213,212
0.998376685480637,213,214
0.5547319175560609,213,215
0.5302911558996619,214,225
0.5204726556220073,214,226
0.998376685480637,214,213
0.5563552123614989,214,215
0.5729392069806465,215,207
0.5547319175560609,215,213
0.5563552123614989,215,214
0.5781793097592897,215,216
0.5748523053246326,215,217
0.9957051605011588,216,223
0.5034833989315145,216,224
0.5084670584083176,216,225
0.9947598909847885,216,207
0.5781793097592897,216,215
0.9966729915771146,216,217
0.9980868994075776,217,207
0.5748523053246326,217,215
0.9966729915771146,217,216
0.9977747440613721,217,218
0.5284537715148117,217,219
0.9968069129619475,218,223
0.9977747440613721,218,217
0.5306790238294726,218,219
0.5172977578578837,218,222
0.5284537715148117,219,217
0.5306790238294726,219,218
0.9884045396881618,219,220
0.5383245049519596,219,205
0.5267290484355441,220,205
0.9884045396881618,220,219
0.9993784486697648,220,221
0.9982141829148699,220,222
0.5411735997615884,221,236
0.990093484634347,221,237
0.9993784486697648,221,220
0.9975926443337613,221,222
0.5141046735130508,222,223
0.5172977578578837,222,218
0.9982141829148699,222,220
0.9975926443337613,222,221
0.5008114376384422,223,224
0.5127618950277723,223,225
0.9957051605011588,223,216
0.9968069129619475,223,218
0.5257726131631516,223,252
0.5141046735130508,223,222
0.5008114376384422,224,223
0.9880495422188265,224,225
0.9919807707369437,224,232
0.5063367605689731,224,233
0.9882242666718999,224,234
0.5034833989315145,224,216
0.5127618950277723,225,223
0.9880495422188265,225,224
0.9901814993109975,225,226
0.5302911558996619,225,214
0.5084670584083176,225,216
0.9901814993109975,226,225
0.5080805969961507,226,227
0.5019355849659421,226,228
0.9908934980438661,226,229
0.9168676693943201,226,212
0.5204726556220073,226,214
0.5080805969961507,227,226
0.9899838177558029,227,228
0.5010259030524065,227,229
0.5912129264734101,227,212
